requester_id	num_followers
A15U2U02IXI4LO	4
AK0UOR0UKNYXS	4
A2EYHS1YSNWI5I	4
A34F5ROBIERMN4	4
A1D3XHIK4LPPBM	4
A1Z5V55PL21X94	4
A3AGILFBOVKI09	4
AD9HWPLOWI41M	4
A1VVMP86F8GP7D	4
A258734LBVMGZ2	4
A3900AWU8IXAIG	4
A1PSQZCXJVPPAD	4
AIDYBIWXEXQWO	4
A1OB4H2YNWGEXB	4
AXT4939GCS53A	4
AI3OU0DPRI0E3	4
AGVV5AWLJY7H2	5
AOY5PNN87LDYU	5
A1WSFAX0WC3JFW	5
A2GGQENGA7OVSO	5
A20OLZ95LYE7NY	5
A3ABC881AF1TA9	5
A13FVLMLUTH7ND	5
A2PXTSIT9V8PPU	5
A1VB7RU5A6REX5	5
AEWJTUXLC1K8D	5
A3BAZYAVOG71L	5
A1K2PEN2XVVQES	5
A3OH9PX6HEYDUQ	5
A3GSSP0XNA0VBT	5
A152V9SI9PP1JU	5
AAF2BO7XA8TJL	5
A3SYHZ4HZFR1AG	5
A168VNOF2441SK	5
A2Y4LSEGHUA3KS	5
A1XUBU5CS5SFRV	5
A3234SQAWRXMXE	5
A8RMEN71ICE57	5
A2AFEW9VPVH5E1	5
A1LQFK1LUBV6AK	5
AVES4QZ255ZRJ	5
A19W46AYZUAWOV	5
A33FG2Z5DG7TSO	6
A35GBZ8TKR3UKC	6
AZO5KPO3QS0OU	6
A32XN4TF9CXR6Y	6
APUF2XHM72G7M	6
A2V6GCHMZ3W89V	6
A16EAV4S51N34J	6
AOIM7TTJYSJ50	6
A1NBFZJ7VJKS1U	6
ASOGCCOAO0E33	6
A1ZEEGMU3YMZ6	6
A230RE9FSQ9SE7	6
A8KS2AK5LE3YO	6
A2JU0EKYBE10ZK	6
A5IKUELYI56AG	6
A3G1G7INGV0EOV	6
A1PCWPZRTOKMOT	6
AYM550DYSN9TY	7
A1SU5H37U1X2C9	7
A3HZ9702G2EZUA	7
A2Q21I0C9O2343	7
A2ZA0WM6BTXZ4Q	7
A3M0FXH8S3MV1V	7
A1P0RD4ZA7CN2Y	7
A3GFW13SR5QNA7	7
A1BY8EQA8D4HM0	7
A2WSI50PTXWAEL	7
A1AQ7EJ5P7ME65	7
A1I0BMG4GMC7DE	7
A1LP8TX9G7T7P2	8
A3CXNN7KCYDYNH	8
A3PO7OE7RRY4DA	8
A1197OGL0WOQ3G	8
A21C7HHM1RNKOR	8
A3J1EJBVSG1ZW4	8
A2FRGMSACA9M8H	8
A1YC739ZD8COKK	8
A266Q06ARNKH5T	8
ABIUW8FBC3EE7	8
A02083613H11QIJB1H2CW	9
AB7GMGQCELWOB	9
A1ZD2GJV95O4BV	9
A2UEGHLADSZDBU	9
A1A9FVZYQA8GBX	9
A3RRY7BIF8JDCS	9
A1UCRAP2K7AX2E	9
A3OSXTUM1QEXNY	9
A8DQXJEVAM6JF	10
A3QE67P6HAD0X3	10
A2S0QCZG8DTNJC	10
AI2HRFAYYSAW7	11
A1HTPXGAZGXM4J	11
A1CKQ5OV5ZBJBJ	11
A85UAWGX7A330	12
A1IFMRTRLY6CMX	12
A27WLQ6FZA9JFG	12
A2EILHT073BDZZ	13
A28PIN9Y6KHR3H	13
A1A0CXMHXTUN4E	13
AR3B90GZOP6DS	14
A2TXMKDL52OV8E	14
A38RXMI7DFPL8G	14
A1TI16GBKWZ4M8	14
A2A53C2WMV8L9R	14
A3H3EZNM8ORYNI	16
A2792W1C5VVZJS	16
ALZUWU3P4QQSG	16
A14AT838CPSKA6	17
A25EIGL5N7278I	17
AZZ15B3W5L1Q8	17
A3HV8QI42N179B	18
A239M0XNXTKQZ7	18
A2SUM2D7EOAK1T	19
A3RT7VOZ6BYIIL	19
ALQGX9W4S1MRC	20
A13JL1KUB65H58	20
AKEBQYX32KM19	20
ATX2I6II7G5TX	21
A21QWNZJFCEW2W	22
A3A1AJ4RPLTOLY	22
A6YG5FKV2TAVC	23
A1VQU6TKNI97S9	29
A2BAP2QO7MMQI9	34
A11L036EBWKONR	50
